instant,date,season,year,month,hour,holiday,workingday,weather,temp,atemp,hum,casual,registered,total,casual_day,registered_day,revenue_hour,revenue_day,total_rentals_hour,total_rentals_day
11167,2012-04-15,Summer,2012,Apr,11,0,0,Clear/Partly Cloudy,0.62,0.6212,0.46,227,301,528,2846,4286,2038,650112,528,7132
11168,2012-04-15,Summer,2012,Apr,12,0,0,Clear/Partly Cloudy,0.64,0.6212,0.44,275,360,635,2846,4286,2455,650112,635,7132
11169,2012-04-15,Summer,2012,Apr,13,0,0,Clear/Partly Cloudy,0.66,0.6212,0.44,298,383,681,2846,4286,2639,650112,681,7132
11170,2012-04-15,Summer,2012,Apr,14,0,0,Clear/Partly Cloudy,0.7,0.6364,0.39,282,346,628,2846,4286,2448,650112,628,7132
11171,2012-04-15,Summer,2012,Apr,15,0,0,Clear/Partly Cloudy,0.7,0.6364,0.39,266,351,617,2846,4286,2383,650112,617,7132
11172,2012-04-15,Summer,2012,Apr,16,0,0,Clear/Partly Cloudy,0.72,0.6515,0.39,286,330,616,2846,4286,2420,650112,616,7132
11173,2012-04-15,Summer,2012,Apr,17,0,0,Clear/Partly Cloudy,0.7,0.6364,0.42,262,361,623,2846,4286,2393,650112,623,7132
11174,2012-04-15,Summer,2012,Apr,18,0,0,Clear/Partly Cloudy,0.7,0.6364,0.42,184,295,479,2846,4286,1805,650112,479,7132
11175,2012-04-15,Summer,2012,Apr,19,0,0,Clear/Partly Cloudy,0.7,0.6364,0.42,114,265,379,2846,4286,1365,650112,379,7132
11176,2012-04-15,Summer,2012,Apr,20,0,0,Clear/Partly Cloudy,0.64,0.6212,0.5,86,205,291,2846,4286,1045,650112,291,7132
11177,2012-04-15,Summer,2012,Apr,21,0,0,Clear/Partly Cloudy,0.62,0.6212,0.57,76,153,229,2846,4286,839,650112,229,7132
11178,2012-04-15,Summer,2012,Apr,22,0,0,Clear/Partly Cloudy,0.68,0.6364,0.44,37,97,134,2846,4286,476,650112,134,7132
11179,2012-04-15,Summer,2012,Apr,23,0,0,Clear/Partly Cloudy,0.66,0.6212,0.5,25,65,90,2846,4286,320,650112,90,7132
11180,2012-04-16,Summer,2012,Apr,0,1,0,Clear/Partly Cloudy,0.64,0.6212,0.53,15,26,41,1198,5172,153,516144,41,6370
11181,2012-04-16,Summer,2012,Apr,1,1,0,Clear/Partly Cloudy,0.62,0.6061,0.61,7,21,28,1198,5172,98,516144,28,6370
11182,2012-04-16,Summer,2012,Apr,2,1,0,Clear/Partly Cloudy,0.6,0.6061,0.64,5,9,14,1198,5172,52,516144,14,6370
11183,2012-04-16,Summer,2012,Apr,3,1,0,Clear/Partly Cloudy,0.58,0.5455,0.68,3,5,8,1198,5172,30,516144,8,6370
11184,2012-04-16,Summer,2012,Apr,4,1,0,Clear/Partly Cloudy,0.54,0.5152,0.77,0,6,6,1198,5172,18,516144,6,6370
11185,2012-04-16,Summer,2012,Apr,5,1,0,Clear/Partly Cloudy,0.54,0.5152,0.77,4,34,38,1198,5172,122,516144,38,6370
11186,2012-04-16,Summer,2012,Apr,6,1,0,Clear/Partly Cloudy,0.52,0.5,0.83,10,123,133,1198,5172,419,516144,133,6370
11187,2012-04-16,Summer,2012,Apr,7,1,0,Clear/Partly Cloudy,0.52,0.5,0.83,20,367,387,1198,5172,1201,516144,387,6370
11188,2012-04-16,Summer,2012,Apr,8,1,0,Mist/Cloudy,0.56,0.5303,0.83,48,549,597,1198,5172,1887,516144,597,6370
11189,2012-04-16,Summer,2012,Apr,9,1,0,Clear/Partly Cloudy,0.62,0.6061,0.69,59,238,297,1198,5172,1009,516144,297,6370
11190,2012-04-16,Summer,2012,Apr,10,1,0,Clear/Partly Cloudy,0.62,0.6061,0.69,75,149,224,1198,5172,822,516144,224,6370
11191,2012-04-16,Summer,2012,Apr,11,1,0,Clear/Partly Cloudy,0.64,0.6061,0.65,115,136,251,1198,5172,983,516144,251,6370
11192,2012-04-16,Summer,2012,Apr,12,1,0,Clear/Partly Cloudy,0.68,0.6364,0.57,75,196,271,1198,5172,963,516144,271,6370
11193,2012-04-16,Summer,2012,Apr,13,1,0,Clear/Partly Cloudy,0.74,0.6667,0.45,79,184,263,1198,5172,947,516144,263,6370
11194,2012-04-16,Summer,2012,Apr,14,1,0,Clear/Partly Cloudy,0.76,0.6818,0.45,105,183,288,1198,5172,1074,516144,288,6370
11195,2012-04-16,Summer,2012,Apr,15,1,0,Clear/Partly Cloudy,0.8,0.697,0.33,81,194,275,1198,5172,987,516144,275,6370
11196,2012-04-16,Summer,2012,Apr,16,1,0,Clear/Partly Cloudy,0.8,0.697,0.33,92,266,358,1198,5172,1258,516144,358,6370
11197,2012-04-16,Summer,2012,Apr,17,1,0,Clear/Partly Cloudy,0.8,0.697,0.33,111,601,712,1198,5172,2358,516144,712,6370
11198,2012-04-16,Summer,2012,Apr,18,1,0,Clear/Partly Cloudy,0.8,0.697,0.31,87,589,676,1198,5172,2202,516144,676,6370
11199,2012-04-16,Summer,2012,Apr,19,1,0,Clear/Partly Cloudy,0.76,0.6667,0.35,61,461,522,1198,5172,1688,516144,522,6370
11200,2012-04-16,Summer,2012,Apr,20,1,0,Clear/Partly Cloudy,0.74,0.6515,0.37,48,327,375,1198,5172,1221,516144,375,6370
11201,2012-04-16,Summer,2012,Apr,21,1,0,Clear/Partly Cloudy,0.68,0.6364,0.51,39,232,271,1198,5172,891,516144,271,6370
11202,2012-04-16,Summer,2012,Apr,22,1,0,Clear/Partly Cloudy,0.68,0.6364,0.51,35,179,214,1198,5172,712,516144,214,6370
11203,2012-04-16,Summer,2012,Apr,23,1,0,Clear/Partly Cloudy,0.7,0.6364,0.45,24,97,121,1198,5172,411,516144,121,6370
11204,2012-04-17,Summer,2012,Apr,0,0,1,Clear/Partly Cloudy,0.66,0.6212,0.54,10,33,43,989,5702,149,529224,43,6691
11205,2012-04-17,Summer,2012,Apr,1,0,1,Clear/Partly Cloudy,0.64,0.6212,0.57,6,5,11,989,5702,45,529224,11,6691
11206,2012-04-17,Summer,2012,Apr,2,0,1,Clear/Partly Cloudy,0.56,0.5303,0.83,1,3,4,989,5702,14,529224,4,6691
11207,2012-04-17,Summer,2012,Apr,3,0,1,Clear/Partly Cloudy,0.56,0.5303,0.83,0,6,6,989,5702,18,529224,6,6691
11208,2012-04-17,Summer,2012,Apr,4,0,1,Clear/Partly Cloudy,0.66,0.6212,0.44,3,6,9,989,5702,33,529224,9,6691
11209,2012-04-17,Summer,2012,Apr,5,0,1,Clear/Partly Cloudy,0.6,0.6212,0.53,1,29,30,989,5702,92,529224,30,6691
11210,2012-04-17,Summer,2012,Apr,6,0,1,Clear/Partly Cloudy,0.6,0.6212,0.46,8,136,144,989,5702,448,529224,144,6691
11211,2012-04-17,Summer,2012,Apr,7,0,1,Clear/Partly Cloudy,0.6,0.6212,0.43,18,443,461,989,5702,1419,529224,461,6691
11212,2012-04-17,Summer,2012,Apr,8,0,1,Clear/Partly Cloudy,0.6,0.6212,0.43,42,631,673,989,5702,2103,529224,673,6691
11213,2012-04-17,Summer,2012,Apr,9,0,1,Clear/Partly Cloudy,0.6,0.6212,0.38,71,329,400,989,5702,1342,529224,400,6691
11214,2012-04-17,Summer,2012,Apr,10,0,1,Clear/Partly Cloudy,0.6,0.6212,0.38,52,165,217,989,5702,755,529224,217,6691
11215,2012-04-17,Summer,2012,Apr,11,0,1,Clear/Partly Cloudy,0.6,0.6212,0.33,65,174,239,989,5702,847,529224,239,6691
11216,2012-04-17,Summer,2012,Apr,12,0,1,Clear/Partly Cloudy,0.6,0.6212,0.33,65,179,244,989,5702,862,529224,244,6691
11217,2012-04-17,Summer,2012,Apr,13,0,1,Clear/Partly Cloudy,0.62,0.6212,0.29,52,187,239,989,5702,821,529224,239,6691
11218,2012-04-17,Summer,2012,Apr,14,0,1,Clear/Partly Cloudy,0.64,0.6212,0.27,59,198,257,989,5702,889,529224,257,6691
11219,2012-04-17,Summer,2012,Apr,15,0,1,Clear/Partly Cloudy,0.66,0.6212,0.24,91,217,308,989,5702,1106,529224,308,6691
11220,2012-04-17,Summer,2012,Apr,16,0,1,Clear/Partly Cloudy,0.68,0.6212,0.22,50,320,370,989,5702,1210,529224,370,6691
11221,2012-04-17,Summer,2012,Apr,17,0,1,Clear/Partly Cloudy,0.64,0.6061,0.25,108,673,781,989,5702,2559,529224,781,6691
11222,2012-04-17,Summer,2012,Apr,18,0,1,Clear/Partly Cloudy,0.64,0.6061,0.25,105,670,775,989,5702,2535,529224,775,6691
11223,2012-04-17,Summer,2012,Apr,19,0,1,Clear/Partly Cloudy,0.6,0.6061,0.26,73,464,537,989,5702,1757,529224,537,6691
11224,2012-04-17,Summer,2012,Apr,20,0,1,Clear/Partly Cloudy,0.6,0.6061,0.23,44,358,402,989,5702,1294,529224,402,6691
11225,2012-04-17,Summer,2012,Apr,21,0,1,Clear/Partly Cloudy,0.56,0.5303,0.26,37,260,297,989,5702,965,529224,297,6691
11226,2012-04-17,Summer,2012,Apr,22,0,1,Clear/Partly Cloudy,0.54,0.5152,0.3,18,144,162,989,5702,522,529224,162,6691
11227,2012-04-17,Summer,2012,Apr,23,0,1,Clear/Partly Cloudy,0.54,0.5152,0.32,10,72,82,989,5702,266,529224,82,6691
11228,2012-04-18,Summer,2012,Apr,0,0,1,Clear/Partly Cloudy,0.54,0.5152,0.32,3,35,38,347,4020,120,331080,38,4367
11229,2012-04-18,Summer,2012,Apr,1,0,1,Clear/Partly Cloudy,0.52,0.5,0.34,1,13,14,347,4020,44,331080,14,4367
11230,2012-04-18,Summer,2012,Apr,2,0,1,Mist/Cloudy,0.5,0.4848,0.42,1,8,9,347,4020,29,331080,9,4367
11231,2012-04-18,Summer,2012,Apr,3,0,1,Mist/Cloudy,0.5,0.4848,0.42,0,6,6,347,4020,18,331080,6,4367
11232,2012-04-18,Summer,2012,Apr,4,0,1,Mist/Cloudy,0.5,0.4848,0.42,0,7,7,347,4020,21,331080,7,4367
11233,2012-04-18,Summer,2012,Apr,5,0,1,Mist/Cloudy,0.5,0.4848,0.39,0,34,34,347,4020,102,331080,34,4367
11234,2012-04-18,Summer,2012,Apr,6,0,1,Mist/Cloudy,0.5,0.4848,0.39,6,128,134,347,4020,414,331080,134,4367
11235,2012-04-18,Summer,2012,Apr,7,0,1,Mist/Cloudy,0.5,0.4848,0.39,10,408,418,347,4020,1274,331080,418,4367
11236,2012-04-18,Summer,2012,Apr,8,0,1,Light Snow/Rain,0.5,0.4848,0.39,25,551,576,347,4020,1778,331080,576,4367
11237,2012-04-18,Summer,2012,Apr,9,0,1,Light Snow/Rain,0.48,0.4697,0.44,20,245,265,347,4020,835,331080,265,4367
11238,2012-04-18,Summer,2012,Apr,10,0,1,Light Snow/Rain,0.48,0.4697,0.47,31,116,147,347,4020,503,331080,147,4367
11239,2012-04-18,Summer,2012,Apr,11,0,1,Light Snow/Rain,0.46,0.4545,0.47,14,105,119,347,4020,385,331080,119,4367
11240,2012-04-18,Summer,2012,Apr,12,0,1,Light Snow/Rain,0.46,0.4545,0.51,15,95,110,347,4020,360,331080,110,4367
11241,2012-04-18,Summer,2012,Apr,13,0,1,Light Snow/Rain,0.46,0.4545,0.59,13,51,64,347,4020,218,331080,64,4367
11242,2012-04-18,Summer,2012,Apr,14,0,1,Light Snow/Rain,0.44,0.4394,0.72,8,43,51,347,4020,169,331080,51,4367
11243,2012-04-18,Summer,2012,Apr,15,0,1,Light Snow/Rain,0.42,0.4242,0.77,10,88,98,347,4020,314,331080,98,4367
11244,2012-04-18,Summer,2012,Apr,16,0,1,Mist/Cloudy,0.42,0.4242,0.77,36,199,235,347,4020,777,331080,235,4367
11245,2012-04-18,Summer,2012,Apr,17,0,1,Mist/Cloudy,0.42,0.4242,0.77,46,442,488,347,4020,1556,331080,488,4367
11246,2012-04-18,Summer,2012,Apr,18,0,1,Mist/Cloudy,0.42,0.4242,0.77,27,478,505,347,4020,1569,331080,505,4367
11247,2012-04-18,Summer,2012,Apr,19,0,1,Mist/Cloudy,0.42,0.4242,0.77,26,342,368,347,4020,1156,331080,368,4367
11248,2012-04-18,Summer,2012,Apr,20,0,1,Mist/Cloudy,0.42,0.4242,0.77,8,252,260,347,4020,796,331080,260,4367
11249,2012-04-18,Summer,2012,Apr,21,0,1,Mist/Cloudy,0.42,0.4242,0.82,24,165,189,347,4020,615,331080,189,4367
11250,2012-04-18,Summer,2012,Apr,22,0,1,Mist/Cloudy,0.42,0.4242,0.77,9,153,162,347,4020,504,331080,162,4367
11251,2012-04-18,Summer,2012,Apr,23,0,1,Mist/Cloudy,0.42,0.4242,0.77,14,56,70,347,4020,238,331080,70,4367
11252,2012-04-19,Summer,2012,Apr,0,0,1,Light Snow/Rain,0.42,0.4242,0.77,5,20,25,846,5719,85,513288,25,6565
11253,2012-04-19,Summer,2012,Apr,1,0,1,Light Snow/Rain,0.42,0.4242,0.77,2,11,13,846,5719,43,513288,13,6565
11254,2012-04-19,Summer,2012,Apr,2,0,1,Mist/Cloudy,0.42,0.4242,0.77,2,4,6,846,5719,22,513288,6,6565
11255,2012-04-19,Summer,2012,Apr,3,0,1,Mist/Cloudy,0.42,0.4242,0.77,1,3,4,846,5719,14,513288,4,6565
11256,2012-04-19,Summer,2012,Apr,4,0,1,Mist/Cloudy,0.42,0.4242,0.71,0,4,4,846,5719,12,513288,4,6565
11257,2012-04-19,Summer,2012,Apr,5,0,1,Clear/Partly Cloudy,0.4,0.4091,0.82,0,30,30,846,5719,90,513288,30,6565
11258,2012-04-19,Summer,2012,Apr,6,0,1,Mist/Cloudy,0.4,0.4091,0.82,4,116,120,846,5719,368,513288,120,6565
11259,2012-04-19,Summer,2012,Apr,7,0,1,Mist/Cloudy,0.4,0.4091,0.82,15,391,406,846,5719,1248,513288,406,6565
11260,2012-04-19,Summer,2012,Apr,8,0,1,Mist/Cloudy,0.42,0.4242,0.82,26,651,677,846,5719,2083,513288,677,6565
11261,2012-04-19,Summer,2012,Apr,9,0,1,Mist/Cloudy,0.46,0.4545,0.72,31,270,301,846,5719,965,513288,301,6565
11262,2012-04-19,Summer,2012,Apr,10,0,1,Clear/Partly Cloudy,0.48,0.4697,0.63,46,143,189,846,5719,659,513288,189,6565
11263,2012-04-19,Summer,2012,Apr,11,0,1,Clear/Partly Cloudy,0.52,0.5,0.48,46,183,229,846,5719,779,513288,229,6565
11264,2012-04-19,Summer,2012,Apr,12,0,1,Clear/Partly Cloudy,0.54,0.5152,0.49,51,213,264,846,5719,894,513288,264,6565
11265,2012-04-19,Summer,2012,Apr,13,0,1,Clear/Partly Cloudy,0.56,0.5303,0.46,52,186,238,846,5719,818,513288,238,6565
11266,2012-04-19,Summer,2012,Apr,14,0,1,Clear/Partly Cloudy,0.58,0.5455,0.43,54,183,237,846,5719,819,513288,237,6565
11267,2012-04-19,Summer,2012,Apr,15,0,1,Clear/Partly Cloudy,0.6,0.6212,0.43,66,196,262,846,5719,918,513288,262,6565
11268,2012-04-19,Summer,2012,Apr,16,0,1,Clear/Partly Cloudy,0.62,0.6212,0.41,63,324,387,846,5719,1287,513288,387,6565
11269,2012-04-19,Summer,2012,Apr,17,0,1,Clear/Partly Cloudy,0.6,0.6212,0.43,85,663,748,846,5719,2414,513288,748,6565
11270,2012-04-19,Summer,2012,Apr,18,0,1,Clear/Partly Cloudy,0.6,0.6212,0.43,99,677,776,846,5719,2526,513288,776,6565
11271,2012-04-19,Summer,2012,Apr,19,0,1,Clear/Partly Cloudy,0.58,0.5455,0.46,70,516,586,846,5719,1898,513288,586,6565
11272,2012-04-19,Summer,2012,Apr,20,0,1,Clear/Partly Cloudy,0.56,0.5303,0.49,52,352,404,846,5719,1316,513288,404,6565
11273,2012-04-19,Summer,2012,Apr,21,0,1,Clear/Partly Cloudy,0.52,0.5,0.55,27,240,267,846,5719,855,513288,267,6565
11274,2012-04-19,Summer,2012,Apr,22,0,1,Clear/Partly Cloudy,0.52,0.5,0.59,29,219,248,846,5719,802,513288,248,6565
11275,2012-04-19,Summer,2012,Apr,23,0,1,Clear/Partly Cloudy,0.5,0.4848,0.63,20,124,144,846,5719,472,513288,144,6565
11276,2012-04-20,Summer,2012,Apr,0,0,1,Clear/Partly Cloudy,0.48,0.4697,0.67,5,59,64,1340,5950,202,589200,64,7290
11277,2012-04-20,Summer,2012,Apr,1,0,1,Clear/Partly Cloudy,0.46,0.4545,0.82,3,22,25,1340,5950,81,589200,25,7290
11278,2012-04-20,Summer,2012,Apr,2,0,1,Clear/Partly Cloudy,0.44,0.4394,0.88,3,18,21,1340,5950,69,589200,21,7290
11279,2012-04-20,Summer,2012,Apr,3,0,1,Clear/Partly Cloudy,0.44,0.4394,0.88,1,9,10,1340,5950,32,589200,10,7290
11280,2012-04-20,Summer,2012,Apr,4,0,1,Clear/Partly Cloudy,0.42,0.4242,0.94,0,3,3,1340,5950,9,589200,3,7290
11281,2012-04-20,Summer,2012,Apr,5,0,1,Clear/Partly Cloudy,0.42,0.4242,0.94,1,24,25,1340,5950,77,589200,25,7290
11282,2012-04-20,Summer,2012,Apr,6,0,1,Clear/Partly Cloudy,0.42,0.4242,0.88,8,105,113,1340,5950,355,589200,113,7290
11283,2012-04-20,Summer,2012,Apr,7,0,1,Clear/Partly Cloudy,0.42,0.4242,0.94,9,350,359,1340,5950,1095,589200,359,7290
11284,2012-04-20,Summer,2012,Apr,8,0,1,Clear/Partly Cloudy,0.44,0.4394,0.94,32,668,700,1340,5950,2164,589200,700,7290
11285,2012-04-20,Summer,2012,Apr,9,0,1,Clear/Partly Cloudy,0.46,0.4545,0.88,30,329,359,1340,5950,1137,589200,359,7290
11286,2012-04-20,Summer,2012,Apr,10,0,1,Clear/Partly Cloudy,0.5,0.4848,0.77,67,170,237,1340,5950,845,589200,237,7290
11287,2012-04-20,Summer,2012,Apr,11,0,1,Clear/Partly Cloudy,0.54,0.5152,0.68,64,190,254,1340,5950,890,589200,254,7290
11288,2012-04-20,Summer,2012,Apr,12,0,1,Clear/Partly Cloudy,0.58,0.5455,0.53,102,260,362,1340,5950,1290,589200,362,7290
11289,2012-04-20,Summer,2012,Apr,13,0,1,Clear/Partly Cloudy,0.62,0.6212,0.43,105,276,381,1340,5950,1353,589200,381,7290
11290,2012-04-20,Summer,2012,Apr,14,0,1,Clear/Partly Cloudy,0.64,0.6212,0.44,156,238,394,1340,5950,1494,589200,394,7290
11291,2012-04-20,Summer,2012,Apr,15,0,1,Clear/Partly Cloudy,0.64,0.6212,0.47,145,262,407,1340,5950,1511,589200,407,7290
11292,2012-04-20,Summer,2012,Apr,16,0,1,Clear/Partly Cloudy,0.66,0.6212,0.44,151,429,580,1340,5950,2042,589200,580,7290
11293,2012-04-20,Summer,2012,Apr,17,0,1,Clear/Partly Cloudy,0.64,0.6212,0.47,122,697,819,1340,5950,2701,589200,819,7290
11294,2012-04-20,Summer,2012,Apr,18,0,1,Clear/Partly Cloudy,0.62,0.6212,0.5,110,558,668,1340,5950,2224,589200,668,7290
11295,2012-04-20,Summer,2012,Apr,19,0,1,Clear/Partly Cloudy,0.6,0.6212,0.53,82,410,492,1340,5950,1640,589200,492,7290
11296,2012-04-20,Summer,2012,Apr,20,0,1,Clear/Partly Cloudy,0.58,0.5455,0.56,52,289,341,1340,5950,1127,589200,341,7290
11297,2012-04-20,Summer,2012,Apr,21,0,1,Clear/Partly Cloudy,0.56,0.5303,0.68,35,252,287,1340,5950,931,589200,287,7290
11298,2012-04-20,Summer,2012,Apr,22,0,1,Clear/Partly Cloudy,0.54,0.5152,0.68,26,176,202,1340,5950,658,589200,202,7290
11299,2012-04-20,Summer,2012,Apr,23,0,1,Clear/Partly Cloudy,0.52,0.5,0.72,31,156,187,1340,5950,623,589200,187,7290
11300,2012-04-21,Summer,2012,Apr,0,0,0,Clear/Partly Cloudy,0.52,0.5,0.77,31,111,142,2541,4083,488,598896,142,6624
11301,2012-04-21,Summer,2012,Apr,1,0,0,Clear/Partly Cloudy,0.52,0.5,0.77,24,64,88,2541,4083,312,598896,88,6624
11302,2012-04-21,Summer,2012,Apr,2,0,0,Clear/Partly Cloudy,0.52,0.5,0.77,12,69,81,2541,4083,267,598896,81,6624
11303,2012-04-21,Summer,2012,Apr,3,0,0,Clear/Partly Cloudy,0.5,0.4848,0.82,4,25,29,2541,4083,95,598896,29,6624
11304,2012-04-21,Summer,2012,Apr,4,0,0,Clear/Partly Cloudy,0.5,0.4848,0.82,0,9,9,2541,4083,27,598896,9,6624
11305,2012-04-21,Summer,2012,Apr,5,0,0,Clear/Partly Cloudy,0.5,0.4848,0.82,0,1,1,2541,4083,3,598896,1,6624
11306,2012-04-21,Summer,2012,Apr,6,0,0,Clear/Partly Cloudy,0.5,0.4848,0.82,10,21,31,2541,4083,113,598896,31,6624
11307,2012-04-21,Summer,2012,Apr,7,0,0,Clear/Partly Cloudy,0.5,0.4848,0.82,21,55,76,2541,4083,270,598896,76,6624
11308,2012-04-21,Summer,2012,Apr,8,0,0,Clear/Partly Cloudy,0.52,0.5,0.81,52,149,201,2541,4083,707,598896,201,6624
11309,2012-04-21,Summer,2012,Apr,9,0,0,Clear/Partly Cloudy,0.54,0.5152,0.77,115,216,331,2541,4083,1223,598896,331,6624
11310,2012-04-21,Summer,2012,Apr,10,0,0,Clear/Partly Cloudy,0.6,0.6061,0.64,183,299,482,2541,4083,1812,598896,482,6624
11311,2012-04-21,Summer,2012,Apr,11,0,0,Clear/Partly Cloudy,0.62,0.6061,0.61,260,348,608,2541,4083,2344,598896,608,6624
11312,2012-04-21,Summer,2012,Apr,12,0,0,Clear/Partly Cloudy,0.64,0.6212,0.57,262,378,640,2541,4083,2444,598896,640,6624
11313,2012-04-21,Summer,2012,Apr,13,0,0,Clear/Partly Cloudy,0.66,0.6212,0.54,291,358,649,2541,4083,2529,598896,649,6624
11314,2012-04-21,Summer,2012,Apr,14,0,0,Clear/Partly Cloudy,0.7,0.6364,0.45,278,331,609,2541,4083,2383,598896,609,6624
11315,2012-04-21,Summer,2012,Apr,15,0,0,Clear/Partly Cloudy,0.72,0.6515,0.39,267,361,628,2541,4083,2418,598896,628,6624
11316,2012-04-21,Summer,2012,Apr,16,0,0,Clear/Partly Cloudy,0.7,0.6364,0.42,267,372,639,2541,4083,2451,598896,639,6624
11317,2012-04-21,Summer,2012,Apr,17,0,0,Mist/Cloudy,0.74,0.6515,0.3,259,309,568,2541,4083,2222,598896,568,6624
11318,2012-04-21,Summer,2012,Apr,18,0,0,Mist/Cloudy,0.68,0.6364,0.47,133,283,416,2541,4083,1514,598896,416,6624
11319,2012-04-21,Summer,2012,Apr,19,0,0,Light Snow/Rain,0.56,0.5303,0.73,9,45,54,2541,4083,180,598896,54,6624
11320,2012-04-21,Summer,2012,Apr,20,0,0,Light Snow/Rain,0.5,0.4848,0.82,5,34,39,2541,4083,127,598896,39,6624
11321,2012-04-21,Summer,2012,Apr,21,0,0,Light Snow/Rain,0.5,0.4848,0.82,20,82,102,2541,4083,346,598896,102,6624
11322,2012-04-21,Summer,2012,Apr,22,0,0,Clear/Partly Cloudy,0.48,0.4697,0.82,20,90,110,2541,4083,370,598896,110,6624
11323,2012-04-21,Summer,2012,Apr,23,0,0,Mist/Cloudy,0.46,0.4545,0.82,18,73,91,2541,4083,309,598896,91,6624
11324,2012-04-22,Summer,2012,Apr,0,0,0,Mist/Cloudy,0.46,0.4545,0.82,32,85,117,120,907,415,79704,117,1027
11325,2012-04-22,Summer,2012,Apr,1,0,0,Mist/Cloudy,0.46,0.4545,0.82,10,63,73,120,907,239,79704,73,1027
11326,2012-04-22,Summer,2012,Apr,2,0,0,Clear/Partly Cloudy,0.46,0.4545,0.72,7,49,56,120,907,182,79704,56,1027
11327,2012-04-22,Summer,2012,Apr,3,0,0,Mist/Cloudy,0.44,0.4394,0.82,7,33,40,120,907,134,79704,40,1027
11328,2012-04-22,Summer,2012,Apr,4,0,0,Mist/Cloudy,0.44,0.4394,0.77,0,7,7,120,907,21,79704,7,1027
11329,2012-04-22,Summer,2012,Apr,5,0,0,Mist/Cloudy,0.44,0.4394,0.77,0,6,6,120,907,18,79704,6,1027
11330,2012-04-22,Summer,2012,Apr,6,0,0,Mist/Cloudy,0.44,0.4394,0.72,6,6,12,120,907,48,79704,12,1027
11331,2012-04-22,Summer,2012,Apr,7,0,0,Light Snow/Rain,0.42,0.4242,0.77,2,22,24,120,907,76,79704,24,1027
11332,2012-04-22,Summer,2012,Apr,8,0,0,Light Snow/Rain,0.4,0.4091,0.82,8,43,51,120,907,169,79704,51,1027
11333,2012-04-22,Summer,2012,Apr,9,0,0,Light Snow/Rain,0.4,0.4091,0.82,8,71,79,120,907,253,79704,79,1027
11334,2012-04-22,Summer,2012,Apr,10,0,0,Light Snow/Rain,0.38,0.3939,0.82,11,57,68,120,907,226,79704,68,1027
11335,2012-04-22,Summer,2012,Apr,11,0,0,Light Snow/Rain,0.38,0.3939,0.87,7,70,77,120,907,245,79704,77,1027
11336,2012-04-22,Summer,2012,Apr,12,0,0,Light Snow/Rain,0.38,0.3939,0.87,5,56,61,120,907,193,79704,61,1027
11337,2012-04-22,Summer,2012,Apr,13,0,0,Light Snow/Rain,0.38,0.3939,0.82,5,47,52,120,907,166,79704,52,1027
11338,2012-04-22,Summer,2012,Apr,14,0,0,Light Snow/Rain,0.38,0.3939,0.87,3,50,53,120,907,165,79704,53,1027
11339,2012-04-22,Summer,2012,Apr,15,0,0,Light Snow/Rain,0.38,0.3939,0.87,0,38,38,120,907,114,79704,38,1027
11340,2012-04-22,Summer,2012,Apr,16,0,0,Light Snow/Rain,0.38,0.3939,0.87,4,32,36,120,907,116,79704,36,1027
11341,2012-04-22,Summer,2012,Apr,17,0,0,Light Snow/Rain,0.36,0.3182,0.93,2,25,27,120,907,85,79704,27,1027
11342,2012-04-22,Summer,2012,Apr,18,0,0,Light Snow/Rain,0.36,0.3182,0.93,1,38,39,120,907,119,79704,39,1027
11343,2012-04-22,Summer,2012,Apr,19,0,0,Light Snow/Rain,0.36,0.3182,0.87,1,34,35,120,907,107,79704,35,1027
11344,2012-04-22,Summer,2012,Apr,20,0,0,Light Snow/Rain,0.36,0.3333,0.93,1,34,35,120,907,107,79704,35,1027
11345,2012-04-22,Summer,2012,Apr,21,0,0,Light Snow/Rain,0.36,0.3333,0.87,0,11,11,120,907,33,79704,11,1027
11346,2012-04-22,Summer,2012,Apr,22,0,0,Light Snow/Rain,0.34,0.2879,0.87,0,13,13,120,907,39,79704,13,1027
11347,2012-04-22,Summer,2012,Apr,23,0,0,Light Snow/Rain,0.36,0.3182,0.81,0,17,17,120,907,51,79704,17,1027
11348,2012-04-23,Summer,2012,Apr,0,0,1,Light Snow/Rain,0.36,0.3333,0.81,0,6,6,195,3019,18,240768,6,3214
11349,2012-04-23,Summer,2012,Apr,1,0,1,Light Snow/Rain,0.34,0.303,0.87,1,1,2,195,3019,8,240768,2,3214
11350,2012-04-23,Summer,2012,Apr,2,0,1,Mist/Cloudy,0.32,0.303,0.87,1,3,4,195,3019,14,240768,4,3214
11351,2012-04-23,Summer,2012,Apr,3,0,1,Mist/Cloudy,0.32,0.303,0.81,0,1,1,195,3019,3,240768,1,3214
11352,2012-04-23,Summer,2012,Apr,4,0,1,Light Snow/Rain,0.3,0.2879,0.81,0,3,3,195,3019,9,240768,3,3214
11353,2012-04-23,Summer,2012,Apr,5,0,1,Light Snow/Rain,0.3,0.2879,0.81,0,14,14,195,3019,42,240768,14,3214
11354,2012-04-23,Summer,2012,Apr,6,0,1,Mist/Cloudy,0.3,0.2727,0.81,2,43,45,195,3019,139,240768,45,3214
11355,2012-04-23,Summer,2012,Apr,7,0,1,Light Snow/Rain,0.3,0.2879,0.81,1,206,207,195,3019,623,240768,207,3214
